path	proposed_owner	migration_rule
mcp/mcp-red/tsconfig.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-red/vitest.config.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-reverse/.gitignore	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-reverse/.prettierrc	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-reverse/docker-lab-config.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-reverse/eslint.config.js	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-reverse/package-lock.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-reverse/package.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-reverse/src/index.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-reverse/tsconfig.build.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-reverse/tsconfig.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-reverse/vitest.config.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-soar/.gitignore	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-soar/docker-lab-config.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-soar/package-lock.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-soar/package.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-soar/src/index.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-soar/tsconfig.build.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-soar/tsconfig.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-threatintel/.gitignore	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-threatintel/docker-lab-config.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-threatintel/package-lock.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-threatintel/package.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-threatintel/src/index.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-threatintel/tsconfig.build.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-threatintel/tsconfig.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-wazuh/build/index.js	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-wazuh/docker-lab-config.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-wazuh/package-lock.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-wazuh/package.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-wazuh/src/index.ts	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-wazuh/tsconfig.build.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/mcp-wazuh/tsconfig.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mcp/package-lock.json	experience-mcp	Optional scenario MCP packages; shared library follows consumers
mkdocs.yml	repository-metadata	Inspect identity/content owner during #934; no runtime capability implied
participant-profiles/guided-purple-v1/aptl.json	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
participant-profiles/guided-purple-v1/asset-lock.json	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
participant-profiles/guided-purple-v1/narrative.json	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
participant-profiles/guided-purple-v1/profile.json	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
participant-profiles/guided-purple-v1/readiness.json	optional-participant	Provider/workbench extension; generic supervision remains backend-owned
plugins/aptl-techvault-pack-interaction/README.md	experience-plugin	Independent trusted executable package with compatibility qualification
plugins/aptl-techvault-pack-interaction/pyproject.toml	experience-plugin	Independent trusted executable package with compatibility qualification
plugins/aptl-techvault-pack-interaction/src/aptl_techvault_pack_interaction/__init__.py	experience-plugin	Independent trusted executable package with compatibility qualification
plugins/aptl-techvault-verifier/README.md	experience-plugin	Independent trusted executable package with compatibility qualification
plugins/aptl-techvault-verifier/pyproject.toml	experience-plugin	Independent trusted executable package with compatibility qualification
plugins/aptl-techvault-verifier/src/aptl_techvault_verifier/__init__.py	experience-plugin	Independent trusted executable package with compatibility qualification
pyproject.toml	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
release-please-config.json	repository-metadata	Inspect identity/content owner during #934; no runtime capability implied
requirements/ci.txt	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
requirements/dev.txt	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
requirements/docs.txt	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
requirements/runtime.txt	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
requirements/web.txt	build-governance	Migrate policy by surface; remove bundle-of-entire-repository from generic artifact
scenarios/archive/README.md	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/archive/ad-domain-compromise.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/archive/detect-brute-force.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/archive/lateral-movement-data-theft.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/archive/prime-enterprise.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/archive/prime-scenario.md	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/archive/recon-nmap-scan.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/archive/webapp-compromise.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/bounded-participant-agency-techvault.sdl.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/catalog.json	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/paper-agent-loop.sdl.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/techvault-attacker-target.sdl.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/techvault-defensive-min.sdl.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/techvault-enterprise-web.sdl.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scenarios/techvault-observability-core.sdl.yaml	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scripts/aptl-env.sh	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
scripts/aptl-range.service	split-pack-delivery	Inventory exact content owner; retain reusable delivery/evidence tools, retire static duplication after parity
